Wall time,Step,Value
1572281862.3260026,430,0.2295331358909607
1572281862.5228837,435,0.2701663076877594
1572281862.7192483,440,0.13918541371822357
1572281862.915691,445,0.08501669019460678
1572281863.11696,450,0.10073471814393997
1572281863.312005,455,0.18863734602928162
1572281863.5082378,460,0.1457730531692505
1572281863.704672,465,0.060338616371154785
1572281863.8998597,470,0.11654356867074966
1572281864.0993083,475,0.121098592877388
1572281864.2935746,480,0.05977744981646538
1572281864.4916363,485,0.07085329294204712
1572281864.684584,490,0.13289272785186768
1572281864.8814077,495,0.25043079257011414
1572281865.0771685,500,0.039634667336940765
1572281865.3632133,505,0.06273595988750458
1572281865.554684,510,0.09128637611865997
1572281865.7484944,515,0.08572383224964142
1572281865.9453328,520,0.04854724556207657
1572281866.1548033,525,0.15961132943630219
1572281866.3535478,530,0.1922934204339981
1572281866.551973,535,0.10263769328594208
1572281866.7443385,540,0.13147759437561035
1572281866.9427931,545,0.0578632578253746
1572281867.5858955,550,0.08395570516586304
1572281867.785237,555,0.15032309293746948
1572281867.9774768,560,0.07005838304758072
1572281868.178203,565,0.06035690754652023
1572281868.3757286,570,0.09291984885931015
1572281868.5783198,575,0.07177586853504181
1572281868.7834573,580,0.042899228632450104
1572281868.9850736,585,0.05445052310824394
1572281869.1952782,590,0.19401748478412628
1572281869.391054,595,0.022409169003367424
1572281869.5862024,600,0.035468168556690216
1572281869.7840452,605,0.12491761893033981
1572281869.9812248,610,0.052576757967472076
1572281870.1917398,615,0.13826917111873627
1572281870.3913352,620,0.13868439197540283
1572281870.6138804,625,0.09789753705263138
1572281870.814272,630,0.10300081223249435
1572281870.9946206,635,0.058774977922439575
1572281871.1976726,640,0.06290093064308167
1572281871.3949144,645,0.07876138389110565
1572281871.5899158,650,0.02950955368578434
1572281871.7873988,655,0.044037509709596634
1572281871.9829304,660,0.05737735331058502
1572281872.1891968,665,0.13278962671756744
1572281872.3840196,670,0.03849358111619949
1572281872.5775678,675,0.060760486871004105
1572281872.7756715,680,0.0468938872218132
1572281872.9712944,685,0.02418891154229641
1572281873.1750867,690,0.0675555169582367
1572281873.36871,695,0.07420898228883743
1572281873.5642173,700,0.0835832953453064
1572281873.758623,705,0.1632932871580124
1572281873.9556706,710,0.027927270159125328
1572281874.1680262,715,0.10897109657526016
1572281874.365726,720,0.06015368551015854
1572281874.5623212,725,0.08077433705329895
1572281874.761716,730,0.053987666964530945
1572281874.9803324,735,0.0372326523065567
1572281875.183033,740,0.03538210690021515
1572281875.3917258,745,0.062163591384887695
1572281875.5911248,750,0.0882086455821991
1572281875.8003395,755,0.08120372146368027
1572281875.994153,760,0.09924168884754181
1572281876.2014852,765,0.12264709174633026
1572281876.3962965,770,0.09111274778842926
1572281876.595943,775,0.07278162240982056
1572281876.7878838,780,0.013485119678080082
1572281876.9814653,785,0.10532364994287491
1572281877.1875591,790,0.021534182131290436
1572281877.3825762,795,0.04636261984705925
1572281877.582671,800,0.04958944767713547
1572281877.7773335,805,0.019647318869829178
1572281877.9688764,810,0.05897664651274681
1572281878.1784875,815,0.055300887674093246
1572281878.3747027,820,0.05144836753606796
1572281878.5760374,825,0.01552362460643053
1572281878.7955496,830,0.010028252378106117
1572281878.9863436,835,0.02936811000108719
1572281879.1882699,840,0.02948927879333496
1572281879.3783972,845,0.044985461980104446
1572281879.571338,850,0.08238764107227325
1572281879.7672942,855,0.1512383222579956
1572281879.9635353,860,0.15827719867229462
1572281880.1598396,865,0.06628812849521637
1572281880.3526874,870,0.0527624748647213
1572281880.5500152,875,0.0631844773888588
1572281880.7491164,880,0.06209219992160797
1572281880.9407024,885,0.0787382498383522
1572281881.1466045,890,0.0983167439699173
1572281881.339704,895,0.05533751845359802
1572281881.532564,900,0.050717081874608994
1572281881.7307673,905,0.0592554472386837
1572281881.935558,910,0.021730251610279083
1572281882.1402562,915,0.07221010327339172
1572281882.3346171,920,0.04001576453447342
1572281882.5350642,925,0.04194566607475281
1572281882.7263348,930,0.0749007910490036
1572281882.9230685,935,0.135230153799057
1572281883.1143098,940,0.04944223910570145
1572281883.3075964,945,0.15431155264377594
1572281883.499065,950,0.026669859886169434
1572281883.7048798,955,0.05568207800388336
1572281883.900883,960,0.020470030605793
1572281884.1003413,965,0.02377411164343357
1572281884.295679,970,0.039674583822488785
1572281884.500816,975,0.19921670854091644
1572281884.6972082,980,0.06133764609694481
1572281884.898412,985,0.12840943038463593
1572281885.0996587,990,0.027314024046063423
1572281885.2957087,995,0.04864325001835823
1572281885.4876523,1000,0.019682399928569794
1572281885.7927232,1005,0.04603509604930878
1572281885.9868374,1010,0.06608513742685318
1572281886.1923714,1015,0.1291719377040863
1572281886.3883686,1020,0.13959431648254395
1572281886.5787816,1025,0.01999080739915371
1572281886.7764266,1030,0.2072879672050476
1572281886.9744782,1035,0.04303588345646858
1572281887.1773176,1040,0.11086706072092056
1572281887.3712358,1045,0.08383546024560928
1572281887.5644393,1050,0.04014885425567627
1572281887.7647219,1055,0.047790300101041794
1572281887.961712,1060,0.08765897154808044
1572281888.1684148,1065,0.14911174774169922
1572281888.363067,1070,0.15455155074596405
1572281888.5616543,1075,0.05032098665833473
1572281888.7561147,1080,0.10814664512872696
1572281888.9542396,1085,0.0553952120244503
1572281889.1576102,1090,0.061359453946352005
1572281889.3515792,1095,0.06357042491436005
1572281889.6456847,1100,0.0791238471865654
1572281889.8414295,1105,0.019037824124097824
1572281890.0420313,1110,0.023662839084863663
1572281890.2357447,1115,0.09713307023048401
1572281890.4312608,1120,0.025505637750029564
1572281890.625495,1125,0.043564774096012115
1572281890.821502,1130,0.05432295426726341
1572281891.0222147,1135,0.13733215630054474
1572281891.209663,1140,0.041931066662073135
1572281891.4125896,1145,0.03848673775792122
1572281891.6057692,1150,0.04047856479883194
1572281891.807,1155,0.06792274117469788
1572281892.0001283,1160,0.03221875801682472
1572281892.205445,1165,0.008305016905069351
1572281892.3986325,1170,0.027484869584441185
1572281892.5923693,1175,0.013697619549930096
1572281892.7893896,1180,0.048103753477334976
1572281892.9870644,1185,0.02764265611767769
1572281893.1880715,1190,0.04184266924858093
1572281893.3848312,1195,0.032162271440029144
1572281893.5793839,1200,0.01208336092531681
1572281893.7739205,1205,0.018487080931663513
1572281893.9705799,1210,0.021361803635954857
1572281894.1766763,1215,0.04623774066567421
1572281894.3717556,1220,0.11414506286382675
1572281894.5675888,1225,0.024818269535899162
1572281894.763753,1230,0.024178070947527885
1572281894.9608243,1235,0.005676973611116409
1572281895.201357,1240,0.12002722918987274
1572281895.4068122,1245,0.012839765287935734
1572281895.60557,1250,0.013676013797521591
1572281895.8102157,1255,0.07348500937223434
1572281896.0126338,1260,0.0941459909081459
1572281896.214192,1265,0.0951361283659935
1572281896.4127448,1270,0.01925298385322094
1572281896.6065392,1275,0.018863383680582047
1572281896.8033533,1280,0.02334459125995636
1572281897.023798,1285,0.00775967538356781
1572281897.2130926,1290,0.04102274775505066
1572281897.4087195,1295,0.01949113979935646
1572281897.602644,1300,0.01964227855205536
1572281897.7993488,1305,0.0976402685046196
1572281897.9938908,1310,0.021709976717829704
1572281898.2054808,1315,0.11229988932609558
1572281898.4331005,1320,0.04643888399004936
1572281898.632351,1325,0.07420753687620163
1572281898.830843,1330,0.08400330692529678
1572281899.0366445,1335,0.03794565796852112
1572281899.2220614,1340,0.006877891253679991
1572281899.4245288,1345,0.012015939690172672
1572281899.6317494,1350,0.06180495768785477
1572281899.844434,1355,0.013784971088171005
1572281900.049038,1360,0.0196307972073555
1572281900.2394469,1365,0.01998923160135746
1572281900.435956,1370,0.032613176852464676
1572281900.6377418,1375,0.056374263018369675
1572281900.8590958,1380,0.06025906652212143
1572281901.0595217,1385,0.13051408529281616
1572281901.258393,1390,0.021674778312444687
1572281901.4659166,1395,0.014469734393060207
1572281901.6469839,1400,0.023445822298526764
1572281901.8412914,1405,0.05616658553481102
1572281902.0459068,1410,0.017085500061511993
1572281902.2317753,1415,0.015317367389798164
1572281902.4334133,1420,0.026552516967058182
1572281902.629498,1425,0.04662727192044258
1572281902.8284729,1430,0.0361635684967041
1572281903.0274932,1435,0.1957937479019165
1572281903.208159,1440,0.011509666219353676
1572281903.4153275,1445,0.005979420617222786
1572281903.6088393,1450,0.12592585384845734
1572281903.8070893,1455,0.08877795934677124
1572281904.0024118,1460,0.010392516851425171
1572281904.2075524,1465,0.04906492680311203
1572281904.4132175,1470,0.0429944172501564
1572281904.6111937,1475,0.06213833764195442
1572281904.8033295,1480,0.06605106592178345
1572281904.996002,1485,0.025614431127905846
1572281905.2007244,1490,0.008847744204103947
1572281905.3964996,1495,0.03711521998047829
1572281905.5922983,1500,0.027134036645293236
1572281905.874043,1505,0.07120665162801743
1572281906.0769246,1510,0.01022565271705389
1572281906.27263,1515,0.04873916506767273
1572281906.4660804,1520,0.022469263523817062
1572281906.6607666,1525,0.019764522090554237
1572281906.8585844,1530,0.03760000318288803
1572281907.0686877,1535,0.05947402864694595
1572281907.2664952,1540,0.07293388992547989
1572281907.4657276,1545,0.05470798909664154
1572281907.6697774,1550,0.15316812694072723
1572281907.8645408,1555,0.03125423938035965
1572281908.0648677,1560,0.028449151664972305
1572281908.2597666,1565,0.025116538628935814
1572281908.4604678,1570,0.006846012081950903
1572281908.6543462,1575,0.006192335393279791
1572281908.8537452,1580,0.13825301826000214
1572281909.0610554,1585,0.03196743503212929
1572281909.2558715,1590,0.04143384471535683
1572281909.4528332,1595,0.07494641095399857
1572281909.6496787,1600,0.020349062979221344
1572281909.854386,1605,0.026217767968773842
1572281910.054493,1610,0.11898446083068848
1572281910.2562644,1615,0.0289450716227293
1572281910.4621086,1620,0.010196758434176445
1572281910.6672275,1625,0.042020682245492935
1572281910.8645582,1630,0.01720350794494152
1572281911.0741189,1635,0.022875657305121422
1572281911.2722566,1640,0.030598783865571022
1572281911.474182,1645,0.007658247370272875
1572281911.7453096,1650,0.02143877185881138
1572281911.940059,1655,0.010591814294457436
1572281912.1412728,1660,0.027949947863817215
1572281912.3415916,1665,0.061984434723854065
1572281912.5424838,1670,0.008809750899672508
1572281912.738024,1675,0.0071999067440629005
1572281912.9385715,1680,0.04791416600346565
1572281913.1556423,1685,0.11027642339468002
1572281913.3533149,1690,0.012686209753155708
1572281913.5628612,1695,0.009308811277151108
1572281913.7654636,1700,0.021973753347992897
1572281913.9661736,1705,0.05963166058063507
1572281914.1857302,1710,0.02282906137406826
1572281914.383401,1715,0.002293194876983762
1572281914.5809472,1720,0.014472955837845802
1572281914.7764654,1725,0.01028343103826046
1572281914.9771245,1730,0.022753024473786354
1572281915.1805599,1735,0.0643463209271431
1572281915.3803372,1740,0.020393429324030876
1572281915.5736625,1745,0.06624094396829605
1572281915.7673535,1750,0.04013950377702713
1572281915.968666,1755,0.09849786013364792
1572281916.1671972,1760,0.005050232633948326
1572281916.3673434,1765,0.0067798178642988205
1572281916.573105,1770,0.016685577109456062
1572281916.7707422,1775,0.042478304356336594
1572281916.9665616,1780,0.048074766993522644
1572281917.1852887,1785,0.007893115282058716
1572281917.3827171,1790,0.037450190633535385
1572281917.5853794,1795,0.01429884321987629
1572281917.7831967,1800,0.008329443633556366
1572281917.9898536,1805,0.03264850005507469
1572281918.1938558,1810,0.016049223020672798
1572281918.391012,1815,0.04239441454410553
1572281918.586279,1820,0.03146413713693619
1572281918.784107,1825,0.17879566550254822
1572281918.9798303,1830,0.04022764787077904
1572281919.1899085,1835,0.02701755054295063
1572281919.3874233,1840,0.04237448796629906
1572281919.5849216,1845,0.05882283300161362
1572281919.7782822,1850,0.020587492734193802
1572281919.974377,1855,0.015173672698438168
1572281920.1836715,1860,0.013804319314658642
1572281920.379577,1865,0.06891459226608276
1572281920.5750797,1870,0.015035740099847317
1572281920.7758248,1875,0.014935680665075779
1572281920.975792,1880,0.029979422688484192
1572281921.1870494,1885,0.03961784020066261
1572281921.381277,1890,0.060631971806287766
1572281921.5776443,1895,0.04141916334629059
1572281921.7754185,1900,0.008742967620491982
1572281921.9797893,1905,0.008491032756865025
1572281922.1874025,1910,0.05757898464798927
1572281922.3859625,1915,0.16789120435714722
1572281922.5885382,1920,0.02770562842488289
1572281922.790938,1925,0.01101601030677557
1572281922.98469,1930,0.06824187934398651
1572281923.1900966,1935,0.02138267084956169
1572281923.3887038,1940,0.03201970458030701
1572281923.5913165,1945,0.038278400897979736
1572281923.7884653,1950,0.016320250928401947
1572281923.9808023,1955,0.027539124712347984
1572281924.1838233,1960,0.07023979723453522
1572281924.3782742,1965,0.06117023900151253
1572281924.5735674,1970,0.006966894492506981
1572281924.7626338,1975,0.011798573657870293
1572281924.953722,1980,0.021497098729014397
1572281925.1646228,1985,0.01693778485059738
1572281925.3603067,1990,0.014770451001822948
1572281925.5553591,1995,0.018352443352341652
1572281925.7512517,2000,0.04394456371665001
